,senti_score,tweet_content,country_list
205,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Belarus
206,0.0,#Syria #syrianrefugees #Circassian An evening with a group of Caucasian Syrians (Circassian) a\u2026,Turkey
207,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,USA
208,0.0,#Iran #News #Syria opposition warns to quit talks as renewed violence flares-up,Iraq
209,0.0,#\u0633\u0648\u0631\u064a\u0627 #Syria\n#\u0625\u062f\u0644\u0628\n\n#\u0639\u0627\u062c\u0644 || \u0627\u0644\u0637\u064a\u0631\u0627\u0646 \u0627\u0644\u062d\u0631\u0628\u064a #\u0627\u0644\u0631\u0648\u0633\u064a \u064a\u0634\u0646 \u0639\u062f\u0629 \u063a\u0627\u0631\u0627\u062a \u062c\u0648\u064a\u0629 \u0627\u0633\u062a\u0647\u062f\u0641\u062a \u0645\u062d\u064a\u0637 #\u062c\u0633\u0631_\u0627\u0644\u0634\u063a\u0648\u0631 .\n\n#\u062e\u0637\u0648\u0629_\u0627\u0644\u0625\u062e\u0628\u0627\u0631\u064a\u0629 #Step_News,Romania
210,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Canada
211,-0.3,amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
212,0.0,Report: Russia Now Threatening U.S. Warplanes Over Syria\nhttps:\/\/t.co\/nB5OqBxM7N,Ecuador
213,0.0,So we've been told the migrants are from Syria.. Make your mind up #c4news,USA
214,0.0,Daraya\n#breakthesieges ,USA
215,0.0,"#Assad Will Not Stay in Power, His Crimes Won't Go Unpunished",Canada
216,0.0,"#Assad Will Not Stay in Power, His Crimes Won't Go Unpunished",Canada
217,-0.116666666667,Israel Actively \u201cCooperates\u201d with the Islamic State and Al Qaeda. Military Aid Channelled into Syria out of the\u2026 https\u2026,Serbia
218,0.0,\u0633\u0642\u0648\u0637 \u0627\u0644\u0637\u064a\u0627\u0631 \u0627\u0644\u064a \u0643\u0627\u0646 \u064a\u0642\u062a\u0644 \u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646 \u062f\u0639\u0633\u0648 \u0647 \u062f\u0639\u0633 \u062a\u0631\u0643\u0647 \u0641\u064a \u0648\u0633\u0637 \u0631\u064a\u0641 #\u0625\u062f\u0644\u0628 \u0627\u0644\u0649 \u0627\u0646 \u064a\u062c\u0641 \u062f\u0645\u0647 \u0631\u062f\u0627\u064b \u0639\u0644\u0649 \u0645\u062c\u0627\u0632\u0631 \u0627\u0644\u064a\u0648\u0645,Riyadh Saudi Arabia
219,0.0,"@ThielsChristian @MunSecConf @dwnews ha ha ha ha ha ha , can't believe just \"" one Syria Putin adventure\"" now EU and NATO say \""let's talk \""",India
220,-0.5,"@TheArabSource Counterclaim, he illegally entered Syria with the express purpose to support terrorists.",Slovenia
221,0.0,A chance for some #Syria home truths? ,Iraq
222,-0.233333333333,"More horrific aftermath photos of today's heavy regime airstrikes on rebel-held Ma\u02bfarrat al-Nu\u02bfm\u0101n, #Idlib.",USA
223,0.0,https:\/\/t.co\/89mUAXxTtq \u0628\u0627\u0644\u0635\u0648\u0631: \u0635\u0648\u0627\u0631\u064a\u062e \u0645\u0636\u0627\u062f\u0629 \u0644\u0644\u0637\u0627\u0626\u0631\u0627\u062a \u0628\u064a\u062f \u0627\u0644\u062b\u0648\u0627\u0631 \u0641\u064a \u0633\u0648\u0631\u064a\u0627\nhttps:\/\/t.co\/bIdaliLr5F,Iraq
224,0.0,do you support troops on the ground in Syria? \ud83e\udd14,Canada
225,0.25,"Syria \""starting to fray more rapidly\""",Canada
226,-0.1,Denmark expands military mission against Islamic State into Syria,Canada
227,0.0,#F4F #RT #news #Syria conflict: Air strikes on Idlib markets 'kill dozens' - BBC News,Slovenia
228,0.0,He acts like he and @HillaryClinton didn't orchestrate the destabilization of Syria\/ removed of Assad\/funded ISIS.,Canada
229,0.0,"German journalist traveling to Turkey-Syria border, detained in Istanbul",Armenia
230,0.0,#Damascus..Good morning #Syria,Iraq
231,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
232,0.0,\u0633\u0642\u0648\u0637 \u0627\u0644\u0637\u064a\u0627\u0631 \u0627\u0644\u064a \u0643\u0627\u0646 \u064a\u0642\u062a\u0644 \u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646 \u062f\u0639\u0633\u0648 \u0647 \u062f\u0639\u0633 \u062a\u0631\u0643\u0647 \u0641\u064a \u0648\u0633\u0637 \u0631\u064a\u0641 #\u0625\u062f\u0644\u0628 \u0627\u0644\u0649 \u0627\u0646 \u064a\u062c\u0641 \u062f\u0645\u0647 \u0631\u062f\u0627\u064b \u0639\u0644\u0649 \u0645\u062c\u0627\u0632\u0631 \u0627\u0644\u064a\u0648\u0645,Iraq
233,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
234,0.0,Frans\u0131z i\u015fgaline kar\u015f\u0131 halk\u0131 \u00f6rg\u00fctleyen 4 liderden D\u00fcrzi Sultan el'Atra\u015f ad\u0131na festival d\u00fczenlendi.#Sweide #Syria\n\nhttps:\u2026,Russia
235,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Belarus
236,0.0,Israel under fire over cabinet meeting in Syria's Golan,Canada
237,0.0,#Syria Regime bombed northern #Homs towns today with 20+ airstrikes \nhttps:\/\/t.co\/LuwHPSkokM,Canada
238,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
239,0.25,"19 April @CJTFOIR strike report for first time since B-52's arrived reports \""Bomber\"" strike[s] in Iraq.",USA
240,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Belarus
241,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Belarus
242,-0.1,"Several civilians killed inc. women &amp; children in Assad airstrikes on Jisr al-Shugour, Frika, Shugour &amp; al-Kastan in rural\u2026",USA
243,0.0,If only they'd fought ISIS in Syria where they all come from... Oh wait a minute,USA
244,0.1,For Russia the Syria Intervention Has Been Well Worth the $500 Million Spent,Slovenia
245,0.0533333333333,@BlindZatoichi No...Syrians are all living the high life back in Syria obviously,USA
246,0.0,#Syria Peace Process Unraveling; Is Obama's Plan B Next?,Canada
247,0.0,Syria\u2019s Saudi-backed opposition says Delegation leaders are leaving Geneva,USA
248,0.0,Fighting in Syria intensifies as opposition digs in heels,Lithuania
249,0.0,"Was looking for a pic in my gallery to use in a #Syria story, couldn't differentiate #Cizre &amp; Shekh Maqsud. Can you?",USA
250,0.0,\u0633\u0642\u0648\u0637 \u0627\u0644\u0646\u0638\u0627\u0645 \u0627\u0644\u0625\u064a\u0631\u0627\u0646\u064a \u0633\u064a\u0644\u064a \u0631\u062d\u064a\u0644 \u0627\u0644\u0623\u0633\u062f,USA
251,0.0,\u0639\u0632\u0641 \u0639\u0644\u0649 \u0648\u062a\u0631 \u0627\u0644\u062d\u064a\u0627\u0629 ..\n\u0644\u0648\u062d\u0629 \u062b\u0648\u0631\u064a\u0629 \u0645\u0646 #\u062c\u0646\u0648\u0628_\u062f\u0645\u0634\u0642 \n\u0639\u062f\u0633\u0629 - Mouhamad Abo Kasem\n#FSA #Syria\nSouth Damascus,Turkey
252,0.0,Adonis speaks: lots of fodder for @SamHarrisOrg here\nhttps:\/\/t.co\/lyvDTVF5DR,Canada
253,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Belarus
254,-0.2,"#syria we Syrians think HNC ,Hijab's press conference was impressive,informative ,firm and up to our expectations \ud83d\udc4d\ud83d\udc4d\ud83d\udc4d\ud83d\udc4d",Turkey
255,0.0,\u0633\u0648\u0642 \u0627\u0644\u0643\u0630\u0628 \u0648 \u0627\u0644\u062a\u0636\u062e\u064a\u0645 \u0641\u064a \u0633\u0648\u0631\u064a\u0627 \u0644\u064a\u0633 \u0644\u0647 \u0645\u062b\u064a\u0644 \u0641\u064a \u0627\u0644\u062a\u0627\u0631\u064a\u062e \u0627\u0644\u0645\u0639\u0627\u0635\u0631...\u0634\u064a\u062e \u0627\u0644\u0633\u0639\u0648\u062f\u064a\u064a\u0646 \u0631\u064a\u0627\u0636 \u062d\u062c\u0627\u0628 \u0642\u0627\u0644 \u0627\u0644\u0635\u0628\u062d 40\u0627\u0644\u0641 \u0648\u0627\u0644\u0633\u062a \u0628\u062f\u0647\u0627 \u0645\u0626\u0629,USA
256,0.0,#Pulitzer #PulitzerPrize  The immediate visual comparison of #Syria's #RefugeeCrisis and #Washington is obvious.,Canada
257,0.0,My interview with @LailaAlodaat in which she describes being stripped of her practise rights by the Assad regime,USA
258,0.0,desertion of the democrats #Iran #Syria #Egypt #ArabSpring,Oman
259,0.0,"And below are Justin's friends, #Peshmerga #fighters in northern #Syria having breakfast before the battle. 3 of 3",Canada
260,0.0,#Syria #Damas Syria conflict: Air strikes on Idlib markets 'kill dozens',Canada
261,0.375,Assad has to rely on foreigners to stay in power. Most Syrians aren't willing to fight to keep him in power,Belgium
262,0.0,#Syria Syria conflict: Air strikes on Idlib markets 'kill dozens'  @FollowNewsNow,Morocco
263,0.0,Air strike on market kills around 40 in opposition-held northwest Syria,Canada
264,0.0,Tehrans\u2019s Possession of S-300 Missiles Might Lead to Sanctions,Iraq
265,-0.1,"Puting aside Assad's fate, Syria gov hasn't given de Mistura a bone to keep this round of talks afloat. No aid to Daraya,\u2026",USA
266,0.0,Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,02000
267,0.0,#\u0625\u062f\u0644\u0628: \u0642\u0635\u0641 \u0635\u0627\u0631\u0648\u062e\u064a \u0644\u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f \u064a\u0633\u062a\u0647\u062f\u0641 \u0645\u062f\u064a\u0646\u0629 #\u062c\u0633\u0631\u0627\u0644\u0634\u063a\u0648\u0631 \n #\u062a\u062c\u0645\u0639_\u062b\u0648\u0627\u0631_\u0633\u0648\u0631\u064a\u0627 #SyriaRebels #SRG #Syria #\u0633\u0648\u0631\u064a\u0627,Turkey
268,0.0,#SYRIA\n#IslamicState Claims They Advance In Various Areas Of #DeirEzzor. #TerrorMonitor,Turkey
269,-0.2,Syria war: Scores killed in Idlib markets air strikes #Marocconnected,USA
270,0.0,Who Fooled Who in #Syria?,Canada
271,0.0,#Syria\n\u0627\u0644\u0649 \u0627\u0644\u0627\u0646 \n\u0644\u0627 \u0627\u062f\u0627\u0646\u0629 \u0644\u0645\u062c\u0627\u0632\u0631 \u0627\u0644\u0646\u0638\u0627\u0645 \u0627\u0644\u064a\u0648\u0645 \n\u0631\u063a\u0645 \u0646\u0634\u0631\u0647\u0627 \u0641\u064a \u0643\u0628\u0631\u0649 \u0627\u0644\u0642\u0646\u0648\u0627\u062a \u0627\u0644\u0625\u0639\u0644\u0627\u0645\u064a\u0629 \u0627\u0644\u062f\u0648\u0644\u064a\u0629 \n\u0647\u0645\u0647\u0645 \u062f\u0627\u0639\u0634,Ecuador
272,0.0,Let's remember the cause of the refugee crisis\nIt hasn't gone away,Canada
273,-0.0333333333333,.@frontlinepbs's latest documentary retraces a family's dangerous journey to escape Syria,Canada
274,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
275,0.0,Yeter art\u0131k! 500'bin insan \u00f6ld\u00fcr\u00fcld\u00fc ve 8'milyon ki\u015fi \u00fclkesini terk etti neden zul\u00fcmlere sessiz kal\u0131yorsunuz? #Syria https\u2026,Iraq
276,-0.0291666666667,A little Syrian girl survived a Russian napalm attack but will be marked for life. #Assadcrimes #Syria,Indonesia
277,-0.2,Turkish army send reinforcements to #Kilis at the border with #Syria after deadly #ISIS shelling.,Canada
278,0.0,Airstrikes in 2 rebel-held towns in northwestern Syria kill 44 civilians.,Canada
279,0.568181818182,Helping #SyrianRefugees tastes deliciously like jasmine. @SuraiTea employs new Canadians from Syria,Canada
280,0.0,#VSO VETTED SYRIA OPPOSITION \n#VSR VETTED SYRIA REGIME \n#\u0641\u0633\u0648  \u0648 #\u0641\u0634\u0631\u0648,USA
281,0.0,do you support troops on the ground in Syria? \ud83e\udd14,Canada
282,-0.127777777778,Syria\u2019s peace talks and partial ceasefire are both breaking down,Canada
283,0.0,I learned a lot from this POMEPS Podcast conversation on Syria's rebellion with Jonah Schulhofer-Wohl,Canada
284,0.0,Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria - NDTV - ,Canada
285,0.0,#PYD\/#YPG terror group arrested 256 civilians (20 children; 35 women) and one died under torture by these criminals\u2026,Sweden
286,0.0,Syria: airstrike on market kills 'dozens' in rebel-held Idlib ,Canada
287,0.0,\u0646\u062a\u0646\u064a\u0627\u0647\u0648 \u064a\u0630\u0643\u0650\u0651\u0631 \u0627\u0644\u0623\u0633\u062f \u0628\u0627\u0644\u062c\u0648\u0644\u0627\u0646.!!\n\n\u062d\u0644\u0642\u0629 19.04.2016 #DNA\n\u0645\u0639 \u0627\u0644\u0631\u0627\u0626\u0639 \u0646\u062f\u064a\u0645 \u0642\u0637\u064a\u0634 @NadimKoteich\nhttps:\/\/t.co\/tSZwJxd5mI\n\n#Syria,Riyadh Saudi Arabia
288,0.0,#SYRIA,Canada
289,0.525,Mourinho aware of PSG interest but happy to wait for MUFC. He's also planning a trip to Syria nxt month. Story here:,United Kingdom
290,0.0,@bitterIatina Isis is everywhere but considering we illegally invaded most of the m.e. we definitely can't invade Syria,Canada
291,-0.233333333333,"More horrific aftermath photos of today's heavy regime airstrikes on rebel-held Ma\u02bfarrat al-Nu\u02bfm\u0101n, #Idlib.",Canada
292,0.136363636364,"The arc will appear in London, New York, Dubai and eventually Palmyra itself.",Canada
293,0.0,"The only #Syria news I've heard this morning on #BBC was about \""replica of the Arch of Triumph\"" \nSurely nothing was said about\u2026",Ecuador
294,0.0,Anbulanslar\u0131 ge\u00e7irmeyen ve onu destekleyen Ne kadar ac\u0131 varsa hepsini tadas\u0131n\u0131z .Ba\u015fka diyecek s\u00f6z\u00fcm yok sizlere,Greenland
295,0.0,Air strikes on Idlib markets 'kill dozens' - BBC News,Canada
296,-0.4,"THX TO STUPID #Obama, SURFACE-TO-AIR CHINESE #FN6 #Stinger MISSILES HAVE ARRIVED IN #Syria FROM #Libya\n#Homs #MANPAD",Canada
297,-0.0666666666667,Heavy military movements along the road between Gazantiep and Kilis as #Turkey deploys reinforcement near #Syria,02000
298,-0.25,Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hurt in Syrian governme...,USA
299,0.0,A replica of Syria's destroyed Palmyra Arch has been rebuilt in London,USA
300,-0.25,Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hurt in Syrian governme...,USA
301,0.25,5 years ago a peaceful uprising against dictatorship started in Syria. #withsyria,Denmark
302,-0.25,Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hurt in Syrian governme...,USA
303,0.525,Mourinho aware of PSG interest but happy to wait for MUFC. He's also planning a trip to Syria nxt month. Story here:,United Kingdom
304,0.0,#TheMiddleEast Strikes on Syria markets 'kill dozens',Canada
305,0.0,https:\/\/t.co\/89mUAXxTtq  \u0628\u0627\u0644\u0635\u0648\u0631: \u0635\u0648\u0627\u0631\u064a\u062e \u0645\u0636\u0627\u062f\u0629 \u0644\u0644\u0637\u0627\u0626\u0631\u0627\u062a \u0628\u064a\u062f \u0627\u0644\u062b\u0648\u0627\u0631 \u0641\u064a \u0633\u0648\u0631\u064a\u0627\nhttps:\/\/t.co\/bIdaliLr5F,Iraq
306,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
307,0.0,And then people complain when these schools get bombed lawl ,Romania
308,0.0,"Has President Obama \u2018unfriended\u2019 Saudi Arabia over issues such as Iran, Syria and oil?",USA
309,0.0,Strikes on Syria markets 'kill dozens' ,USA
310,-0.2,#BreakingNews Dozens dead in Syria strikes as opposition chiefs leave talks,India
311,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,Canada
312,0.0,\u0647\u0644\u0627\u0643 \u0627\u0644\u0642\u064a\u0627\u062f\u064a \u0627\u0644\u0627\u0633\u062a\u062e\u0628\u0627\u0631\u0627\u062a\u064a \u0628\u062c\u0647\u0627\u0632 \u0627\u0644\u0627\u0637\u0644\u0627\u0639\u0627\u062a \u0627\u0644\u0625\u064a\u0631\u0627\u0646\u064a \u0633\u0631\u0648\u0627\u0631 \u062d\u0633\u0646 \u0634\u0627\u0637\u0631\u064a \u0641\u064a #\u0633\u0648\u0631\u064a\u0627 #Syria,Canada
313,0.136363636364,"The arc will appear in London, New York, Dubai and eventually Palmyra itself.",USA
314,0.0,"38 Martyrs identified so far,dozens still yet to be identified,all victims of #SAA airstrikes\n#Idlib cs #Syria APR19",Turkey
315,0.0,Ex-governor of Yazd injured in #Syria war,USA
316,0.0681818181818,Syria Political Talks Hit New Snags,Canada
317,0.0,\u0634\u062a\u0627\u0646 \u0628\u064a\u0646 \u0627\u0648\u0631\u062f\u0648\u063a\u0627\u0646 \u0627\u0644\u0645\u0633\u0644\u0645 \u0643\u064a\u0641 \u064a\u0642\u0628\u0644 \u0627\u064a\u062f\u064a \u0627\u0644\u0644\u0627\u062c\u0626\u064a\u064a\u0646 \u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646 \u0648\u0628\u064a\u0646 \u0627\u0644\u0646\u0635\u0631\u0627\u0646\u064a \u0627\u0630\u0644\u0647\u0645 ! #Syria,Canada
318,-0.2,@markito0171 @Bivi_17 obvius Dead sea would never be the biggest depression on the Earth it would be Syria from ppllover #Assad barrel bombs,Canada
319,0.0,\u0623\u0639\u0644\u0646 \u062c\u064a\u0634 \u0627\u0644\u0625\u0633\u0644\u0627\u0645\u060c \u0627\u0644\u064a\u0648\u0645 \u0627\u0644\u062b...,Riyadh Saudi Arabia
320,0.05,millions in Syria are at risk of- \n\ncrusty old white men:,Canada
321,-0.025,"@BBCTalkback Does Naomi Long still support the British gov and its bombing of Iraq, Syria etc. If so, why?",Canada
322,0.3,Defense Secretary Ash Carter offers #Iraq more feasibly troops,Canada
323,-0.15,"Maarat al-Nouman, the center of anti-AQ protests was hit with air strikes on its market. +30 people killed. #Syria\n\nhttps\u2026",Belgium
324,-0.05,"International Military Review - Syria, Apr. 19, 2016 (Arab Subs)\nhttps:\/\/t.co\/WiR5EbktqY",Canada
325,0.0,Yeter art\u0131k! 500'bin insan \u00f6ld\u00fcr\u00fcld\u00fc ve 8'milyon ki\u015fi \u00fclkesini terk etti neden zul\u00fcmlere sessiz kal\u0131yorsunuz? #Syria https\u2026,Iraq
326,-0.3,Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria,USA
327,-0.5,Illegally enters Syria and then gets sold by Turkish-Gulf backed forces to ISIS - but blame the Syrian government ,Canada
328,0.8,In Syria Russia Isn't in It to Win It,Canada
329,-0.1,"Russia 'breaks' military deal with US and carry out \""simulated attacks\"" on US warplanes over #Syria \nhttps:\/\/t.co\/\u2026",USA
